Year,Country,Gini coefficient,GDP,Conflict,Deaths,Free and fair elections index,Liberal democracy index
2009,Italy,0.48336828,-5.7115083,0,0,0.926,0.769
2010,Italy,0.49068344,1.4009154,0,0,0.926,0.77
2011,Italy,0.49663886,0.53428745,0,0,0.926,0.783
2012,Italy,0.50238323,-3.2420602,0,0,0.926,0.793
2013,Italy,0.50591934,-2.9724038,0,0,0.935,0.783
2014,Italy,0.5038951,-0.9178139,0,0,0.937,0.783
2015,Italy,0.5127644893202898,0.8754774,0,0,0.937,0.783
2016,Italy,0.5153576422637682,1.4656905,0,0,0.937,0.792
2017,Italy,0.5179507952072466,1.8203338,0,0,0.94,0.793
2018,Italy,0.520543948150725,1.1178166,0,0,0.94,0.79
2019,Italy,0.5231371010942025,1.6485034,0,0,0.94,0.781
2020,Italy,0.5257302540376809,-8.529728,0,0,0.94,0.774
2021,Italy,0.5283234069811593,8.873669,0,0,0.94,0.775
2022,Italy,0.531018,4.063751,0,0,0.942,0.769
2023,Italy,0.5335097128681161,4.018928714350782,0,0,0.946,0.757
1990,Japan,0.51766425,4.4936614,0,0,0.92,0.759
1991,Japan,0.50680846,3.1174946,0,0,0.921,0.76
1992,Japan,0.4737104,0.526745,0,0,0.921,0.76
1993,Japan,0.47877988,-0.78137624,0,0,0.921,0.761
1994,Japan,0.48207876,0.8015597,0,0,0.921,0.764
1995,Japan,0.49212873,2.3905196,0,0,0.921,0.764
1996,Japan,0.5024501,2.9001412,0,0,0.919,0.763
1997,Japan,0.5008511,0.74090594,0,0,0.915,0.758
1998,Japan,0.503185,-1.5382441,0,0,0.915,0.758
1999,Japan,0.5088143,-0.5157406,0,0,0.915,0.758
2000,Japan,0.51961315,2.592891,0,0,0.918,0.762
2001,Japan,0.5293795,0.14451168,0,0,0.921,0.765
2002,Japan,0.5382185,-0.19039202,0,0,0.921,0.765
2003,Japan,0.54464453,1.318092,0,0,0.92,0.765
2004,Japan,0.55309385,2.1517234,0,0,0.919,0.765
2005,Japan,0.55409694,1.7943398,0,0,0.922,0.768
2006,Japan,0.5548553,1.3081272,0,0,0.929,0.776
2007,Japan,0.556275,1.3674223,0,0,0.929,0.776
2008,Japan,0.5478853,-1.27211,0,0,0.929,0.773
2009,Japan,0.5336196,-5.6814523,0,0,0.929,0.775
2010,Japan,0.53848046,4.079223,0,0,0.929,0.773
2011,Japan,0.5353215,0.2092518,0,0,0.929,0.773
2012,Japan,0.53542095,1.5367867,0,0,0.929,0.77
2013,Japan,0.53682834,2.1523712,0,0,0.93,0.745
2014,Japan,0.5364411,0.42938113,0,0,0.93,0.743
2015,Japan,0.53767514,1.6684651,0,0,0.925,0.742
2016,Japan,0.5368879,0.8053628,0,0,0.925,0.742
2017,Japan,0.5364195,1.7586118,0,0,0.927,0.74
2018,Japan,0.5364195,0.7711685,0,0,0.939,0.758
2019,Japan,0.5364196,-0.26217082,0,0,0.939,0.755
2020,Japan,0.5364195,-3.8647096,0,0,0.939,0.746
2021,Japan,0.5364195,3.0321307,0,0,0.938,0.729
2022,Japan,0.5364195,1.4038224,0,0,0.928,0.728
2023,Japan,0.5603900990952906,1.3862371757622318,0,0,0.928,0.731
1990,Latvia,0.4978209889971015,3.789081794032738,0,0,0.542,0.448
1991,Latvia,0.4971316073144927,3.789081794032738,1,3,0.686,0.495
1992,Latvia,0.4964422256318841,3.789081794032738,0,0,0.686,0.567
1993,Latvia,0.4957528439492753,3.789081794032738,0,0,0.785,0.632
1994,Latvia,0.45415574,3.789081794032738,0,0,0.865,0.68
1995,Latvia,0.46068677,3.789081794032738,0,0,0.861,0.678
1996,Latvia,0.48313847,3.7500734,0,0,0.848,0.682
1997,Latvia,0.4876763,9.927183,0,0,0.879,0.698
1998,Latvia,0.49525943,7.3433414,0,0,0.881,0.697
1999,Latvia,0.4965296,3.5959828,0,0,0.886,0.701
2000,Latvia,0.495392,6.6993127,0,0,0.886,0.704
2001,Latvia,0.493347,7.705568,0,0,0.886,0.704
2002,Latvia,0.5053507,8.339575,0,0,0.889,0.709
2003,Latvia,0.5108699,9.475741,0,0,0.897,0.715
2004,Latvia,0.5104278,9.472337,0,0,0.897,0.717
2005,Latvia,0.5281554,11.923266,0,0,0.897,0.712
2006,Latvia,0.49758175,13.003648,0,0,0.882,0.706
2007,Latvia,0.5295079,10.842913,0,0,0.832,0.69
2008,Latvia,0.5173005,-2.2269657,0,0,0.832,0.689
2009,Latvia,0.5007489,-12.832803,0,0,0.832,0.696
2010,Latvia,0.47321728,-2.4461577,0,0,0.846,0.704
2011,Latvia,0.45697492,4.458447,0,0,0.891,0.728
2012,Latvia,0.45244506,8.378223,0,0,0.898,0.733
2013,Latvia,0.46534106,3.1063795,0,0,0.902,0.753
2014,Latvia,0.45740035,2.8663626,0,0,0.904,0.758
2015,Latvia,0.47572732,4.7391825,0,0,0.913,0.764
2016,Latvia,0.4617493,3.3084345,0,0,0.908,0.755
2017,Latvia,0.4822703,4.232116,0,0,0.908,0.75
2018,Latvia,0.4817802,4.803914,0,0,0.892,0.752
2019,Latvia,0.4778289202014492,1.2892627,0,0,0.892,0.749
2020,Latvia,0.4771395385188406,-2.8348527,0,0,0.892,0.745
2021,Latvia,0.4764501568362318,7.635604,0,0,0.89,0.744
2022,Latvia,0.47657734,3.6393383,0,0,0.911,0.742
2023,Latvia,0.47507139347101446,3.8952136170283653,0,0,0.935,0.768
1990,Lithuania,0.44869011629446653,6.02041089611117,0,0,0.788,0.728
1991,Lithuania,0.45081068219367637,6.02041089611117,1,15,0.925,0.715
1992,Lithuania,0.4529312480928853,6.02041089611117,0,0,0.912,0.734
1993,Lithuania,0.45505181399209516,6.02041089611117,0,0,0.933,0.743
1994,Lithuania,0.49288404,6.02041089611117,0,0,0.936,0.76
1995,Lithuania,0.47942984,6.02041089611117,0,0,0.936,0.76
1996,Lithuania,0.46780518,5.961077,0,0,0.936,0.758
1997,Lithuania,0.45385668,9.113028,0,0,0.934,0.764
1998,Lithuania,0.44985867,8.257179,0,0,0.92,0.757
1999,Lithuania,0.44222072,-0.43768722,0,0,0.92,0.757
2000,Lithuania,0.4624328,4.427476,0,0,0.918,0.76
2001,Lithuania,0.46562576,7.40752,0,0,0.91,0.761
2002,Lithuania,0.4579924,7.6118274,0,0,0.91,0.761
2003,Lithuania,0.45930392,11.467717,0,0,0.912,0.756
2004,Lithuania,0.4889944,7.773001,0,0,0.903,0.763
2005,Lithuania,0.49266204,9.501044,0,0,0.896,0.765
2006,Lithuania,0.47270054,9.142617,0,0,0.896,0.764
2007,Lithuania,0.49466276,12.43525,0,0,0.896,0.765
2008,Lithuania,0.49679488,3.675241,0,0,0.904,0.767
2009,Lithuania,0.49719805,-13.8877535,0,0,0.935,0.788
2010,Lithuania,0.47111052,3.8053155,0,0,0.938,0.793
2011,Lithuania,0.4699183,8.461109,0,0,0.938,0.79
2012,Lithuania,0.4932589,5.2460027,0,0,0.931,0.784
2013,Lithuania,0.50133806,4.6033278,0,0,0.916,0.774
2014,Lithuania,0.5346485,4.4310875,0,0,0.93,0.775
2015,Lithuania,0.50438195,2.988913,0,0,0.938,0.782
2016,Lithuania,0.502389,3.8298414,0,0,0.924,0.769
2017,Lithuania,0.51223934,5.7510467,0,0,0.913,0.75
2018,Lithuania,0.5080659614723322,4.990354,0,0,0.919,0.754
2019,Lithuania,0.5101865273715411,4.9431,0,0,0.926,0.755
2020,Lithuania,0.512307093270751,-0.051369086,0,0,0.916,0.755
2021,Lithuania,0.5144276591699608,6.058771,0,0,0.898,0.739
2022,Lithuania,0.61700785,1.3259242,0,0,0.898,0.741
2023,Lithuania,0.5186687909683796,1.5184542163836774,0,0,0.908,0.735
1990,Luxembourg,0.495222223534419,4.00981,0,0,0.945,0.793
1991,Luxembourg,0.43861267,7.198406,0,0,0.945,0.793
1992,Luxembourg,0.49415650415824075,0.476077,0,0,0.945,0.793
1993,Luxembourg,0.4936236444701516,2.8112214,0,0,0.945,0.793
1994,Luxembourg,0.48334962,2.416629,0,0,0.944,0.792
1995,Luxembourg,0.49255792509397334,0.017299922,0,0,0.943,0.791
1996,Luxembourg,0.4920250654058842,0.027251339,0,0,0.943,0.791
1997,Luxembourg,0.501553,4.106641,0,0,0.943,0.791
1998,Luxembourg,0.4909593460297059,5.3558373,0,0,0.943,0.791
1999,Luxembourg,0.4904264863416168,6.7239666,0,0,0.945,0.792
2000,Luxembourg,0.5259284,5.5104094,0,0,0.946,0.793
2001,Luxembourg,0.48936076696543873,1.8545747,0,0,0.946,0.793
2002,Luxembourg,0.4888279072773496,2.1496098,0,0,0.946,0.793
2003,Luxembourg,0.48829504758926046,1.3798933,0,0,0.946,0.793
2004,Luxembourg,0.51503307,2.760888,0,0,0.946,0.791
2005,Luxembourg,0.5182109,0.92676574,0,0,0.946,0.789
2006,Luxembourg,0.49073124,4.3391085,0,0,0.946,0.789
2007,Luxembourg,0.5156389,6.4420314,0,0,0.946,0.789
2008,Luxembourg,0.50618064,-2.066474,0,0,0.946,0.789
2009,Luxembourg,0.475132,-5.014263,0,0,0.95,0.794
2010,Luxembourg,0.46896926,1.8835473,0,0,0.953,0.798
2011,Luxembourg,0.467155,-1.1767979,0,0,0.953,0.798
2012,Luxembourg,0.4941845,-0.7621834,0,0,0.953,0.798
2013,Luxembourg,0.47382975,0.8146523,0,0,0.953,0.797
2014,Luxembourg,0.47252685,0.23256443,0,0,0.953,0.795
2015,Luxembourg,0.44964087,-0.1154763,0,0,0.953,0.795
2016,Luxembourg,0.46673825,2.7397919,0,0,0.953,0.795
2017,Luxembourg,0.48593146,-1.116113,0,0,0.953,0.795
2018,Luxembourg,0.4803021522679236,-0.7143259,0,0,0.953,0.797
2019,Luxembourg,0.47976929257983447,0.91546583,0,0,0.954,0.798
2020,Luxembourg,0.47923643289174533,-2.547346,0,0,0.954,0.791
2021,Luxembourg,0.4787035732036562,5.553502,0,0,0.954,0.79
2022,Luxembourg,0.4417632,-0.6438383,0,0,0.954,0.794
2023,Luxembourg,0.47763785382747814,-0.35854501233694525,0,0,0.952,0.798
1990,Mexico,0.6796246350085999,3.3353076,1,10,0.358,0.191
1991,Mexico,0.6825674884554518,1.9411261,1,1,0.413,0.202
1992,Mexico,0.6855103419023045,1.5682759,0,0,0.507,0.216
1993,Mexico,0.6884531953491573,0.9018864,1,27,0.517,0.221
1994,Mexico,0.6913960487960091,2.424821,1,145,0.531,0.261
1995,Mexico,0.6943389022428619,-7.6412444,1,1,0.555,0.278
1996,Mexico,0.6972817556897146,4.342987,1,37,0.625,0.291
1997,Mexico,0.7002246091365665,5.3622,1,45,0.731,0.349
1998,Mexico,0.7031674625834192,4.410022,0,0,0.798,0.377
1999,Mexico,0.706110316030272,1.0830368,0,0,0.798,0.383
2000,Mexico,0.7090531694771238,3.3781576,0,0,0.819,0.488
2001,Mexico,0.6978124,-1.9740609,0,0,0.826,0.492
2002,Mexico,0.6978124,-1.7419727,1,26,0.826,0.498
2003,Mexico,0.7127142,-0.3083518,0,0,0.847,0.504
2004,Mexico,0.7276163,2.0545182,1,212,0.869,0.51
2005,Mexico,0.72423154,0.6639102,1,204,0.869,0.51
2006,Mexico,0.72084695,3.388757,1,669,0.788,0.48
2007,Mexico,0.7383862,0.7430812,1,1938,0.718,0.458
2008,Mexico,0.7559254,-0.32808608,1,3840,0.73,0.459
2009,Mexico,0.74912727,-7.4470015,1,5600,0.747,0.464
2010,Mexico,0.742329,3.5880027,1,6202,0.76,0.467
2011,Mexico,0.7485841,1.9777285,1,4959,0.76,0.467
2012,Mexico,0.7548391,2.117023,1,5902,0.739,0.461
2013,Mexico,0.75262934,-0.46757257,1,4486,0.73,0.422
2014,Mexico,0.7504196,1.23908,1,3292,0.74,0.423
2015,Mexico,0.74600774,1.5107447,1,4484,0.731,0.43
2016,Mexico,0.7416134,0.6256828,1,4275,0.727,0.431
2017,Mexico,0.74895805,0.77700967,1,9716,0.739,0.443
2018,Mexico,0.756332,1.0062488,1,11883,0.774,0.45
2019,Mexico,0.7525631,-1.1323416,1,11942,0.799,0.434
2020,Mexico,0.7679102384141725,-9.313502,1,15095,0.803,0.407
2021,Mexico,0.7708530918610252,5.2474036,1,16833,0.761,0.368
2022,Mexico,0.74880934,3.2471676,1,14289,0.711,0.326
2023,Mexico,0.7767387987547298,3.2128385503684123,1,13806,0.673,0.299
1990,Netherlands,0.3951923,3.4682777,1,2,0.953,0.817
1991,Netherlands,0.38993618,1.6350546,0,0,0.953,0.817
1992,Netherlands,0.38929132,0.940015,0,0,0.953,0.817
1993,Netherlands,0.39416027,0.55424964,0,0,0.953,0.817
1994,Netherlands,0.40345687,2.3421683,0,0,0.953,0.814
1995,Netherlands,0.4121327,2.6079733,0,0,0.953,0.812
1996,Netherlands,0.41821933,3.0223033,0,0,0.953,0.812
1997,Netherlands,0.41780132,3.7933817,0,0,0.953,0.814
1998,Netherlands,0.409628,4.020503,0,0,0.953,0.804
1999,Netherlands,0.41584653,4.337374,0,0,0.953,0.82
2000,Netherlands,0.41037825,3.4535382,0,0,0.953,0.815
2001,Netherlands,0.42630705,1.5574582,0,0,0.953,0.815
2002,Netherlands,0.42359105,-0.42036775,0,0,0.947,0.809
2003,Netherlands,0.43124917,-0.31578985,0,0,0.952,0.817
2004,Netherlands,0.4544967,1.631188,0,0,0.953,0.817
2005,Netherlands,0.42645195,1.8126992,0,0,0.953,0.817
2006,Netherlands,0.42829624,3.2949498,0,0,0.958,0.821
2007,Netherlands,0.442408,3.5473595,0,0,0.969,0.826
2008,Netherlands,0.408491,1.7733567,0,0,0.969,0.826
2009,Netherlands,0.40548235,-4.1610384,0,0,0.969,0.826
2010,Netherlands,0.4227399,0.8242599,0,0,0.97,0.831
2011,Netherlands,0.42424884,1.0786283,0,0,0.972,0.832
2012,Netherlands,0.4199164,-1.3959193,0,0,0.972,0.83
2013,Netherlands,0.41582492,-0.4241787,0,0,0.973,0.832
2014,Netherlands,0.42551997,1.0591012,0,0,0.973,0.835
2015,Netherlands,0.42479676,1.5082662,0,0,0.973,0.835
2016,Netherlands,0.423866,1.6493156,0,0,0.973,0.835
2017,Netherlands,0.43291485,2.3042848,0,0,0.972,0.834
2018,Netherlands,0.43346064071835544,1.7649373,0,0,0.971,0.834
2019,Netherlands,0.4345562158526657,1.2898891,0,0,0.971,0.821
2020,Netherlands,0.43565179098697593,-4.4185557,0,0,0.966,0.813
2021,Netherlands,0.4367473661212862,5.6374054,0,0,0.954,0.812
2022,Netherlands,0.44641772,3.3390982,0,0,0.95,0.802
2023,Netherlands,0.4389385163899062,3.3562637685635863,0,0,0.951,0.8
1990,New Zealand,0.50491595,-0.7672409,0,0,0.925,0.812
1991,New Zealand,0.49468288,-5.7686815,0,0,0.926,0.809
1992,New Zealand,0.5066905,0.046169743,0,0,0.926,0.809
1993,New Zealand,0.51255816,5.18531,0,0,0.938,0.819
1994,New Zealand,0.51155305,3.7312095,0,0,0.937,0.82
1995,New Zealand,0.51054704,3.1997423,0,0,0.937,0.82
1996,New Zealand,0.4994827,1.9886973,0,0,0.947,0.823
1997,New Zealand,0.5093626,0.74830437,0,0,0.946,0.831
1998,New Zealand,0.5252435,-0.031851012,0,0,0.946,0.831
1999,New Zealand,0.48680285,4.823086,0,0,0.946,0.831
2000,New Zealand,0.45505422,2.2686803,0,0,0.947,0.833
2001,New Zealand,0.46499774,2.8032875,0,0,0.947,0.833
2002,New Zealand,0.46553335,2.910607,0,0,0.947,0.831
2003,New Zealand,0.4685801,2.6818607,0,0,0.947,0.829
2004,New Zealand,0.46784037,2.553406,0,0,0.947,0.829
2005,New Zealand,0.44774768,2.1932504,0,0,0.945,0.83
2006,New Zealand,0.38760948,1.5529724,0,0,0.941,0.831
2007,New Zealand,0.40892735,2.108597,0,0,0.941,0.831
2008,New Zealand,0.37805843,-2.04559,0,0,0.945,0.833
2009,New Zealand,0.43497324,-1.1057003,0,0,0.965,0.846
2010,New Zealand,0.4332023,0.344966,0,0,0.968,0.847
2011,New Zealand,0.44902214,1.4451249,0,0,0.968,0.844
2012,New Zealand,0.4683457,1.7138835,0,0,0.97,0.842
2013,New Zealand,0.45541993,1.9783545,0,0,0.97,0.836
2014,New Zealand,0.4564046,2.1007679,0,0,0.97,0.833
2015,New Zealand,0.459491,1.6456783,0,0,0.969,0.837
2016,New Zealand,0.45352983,1.4963245,0,0,0.969,0.837
2017,New Zealand,0.4603487,1.3845015,0,0,0.969,0.833
2018,New Zealand,0.4617969,1.6873081,0,0,0.967,0.844
2019,New Zealand,0.41562573853886864,0.82880485,0,0,0.967,0.842
2020,New Zealand,0.41239730856328904,-2.8203225,0,0,0.966,0.836
2021,New Zealand,0.40916887858770945,4.731654,0,0,0.964,0.825
2022,New Zealand,0.47081438,2.596186,0,0,0.964,0.829
2023,New Zealand,0.4027120186365494,2.562480073521064,0,0,0.96,0.831
1990,Norway,0.32534218,1.5820929,0,0,0.94,0.845
1991,Norway,0.32444727,2.594406,0,0,0.94,0.845
1992,Norway,0.32802185,2.9783695,0,0,0.94,0.845
1993,Norway,0.34928444,2.2348363,0,0,0.94,0.846
1994,Norway,0.36553058,4.4588013,0,0,0.939,0.848
1995,Norway,0.36538732,3.616295,0,0,0.939,0.848
1996,Norway,0.38293287,4.496944,0,0,0.939,0.848
1997,Norway,0.3973264,4.715277,0,0,0.939,0.848
1998,Norway,0.3733649,2.059203,0,0,0.939,0.848
1999,Norway,0.38361296,1.3754869,0,0,0.939,0.848
2000,Norway,0.41339245,2.6505308,0,0,0.939,0.857
2001,Norway,0.38912,1.5519276,0,0,0.939,0.858
2002,Norway,0.39249086,0.8323087,0,0,0.94,0.859
2003,Norway,0.40003073,0.35456747,0,0,0.94,0.859
2004,Norway,0.40753993,3.4017463,0,0,0.94,0.859
2005,Norway,0.41501853,1.9881384,0,0,0.943,0.861
2006,Norway,0.42246678,1.6395701,0,0,0.948,0.863
2007,Norway,0.4235348,1.8546433,0,0,0.948,0.863
2008,Norway,0.42478445,-0.762648,0,0,0.948,0.863
2009,Norway,0.39668006,-3.1692562,0,0,0.95,0.865
2010,Norway,0.41330087,-0.46063125,0,0,0.955,0.869
2011,Norway,0.41738814,-0.19740595,0,0,0.955,0.867
2012,Norway,0.42115453,1.3776408,0,0,0.955,0.867
2013,Norway,0.4158185,-0.19788322,0,0,0.956,0.852
2014,Norway,0.41451892,0.90376264,0,0,0.958,0.856
2015,Norway,0.40167856,0.8487991,0,0,0.966,0.864
2016,Norway,0.40101993,0.2774078,0,0,0.966,0.864
2017,Norway,0.40604216,1.6395072,0,0,0.965,0.86
2018,Norway,0.43858871874643857,0.16553016,0,0,0.963,0.849
2019,Norway,0.4417410807122506,0.4434293,0,0,0.963,0.852
2020,Norway,0.44489344267806263,-1.857696,0,0,0.963,0.831
2021,Norway,0.44804580464387467,3.354495,0,0,0.962,0.836
2022,Norway,0.3326726,2.0945444,0,0,0.959,0.835
2023,Norway,0.45435052857549874,2.0824889532274824,0,0,0.959,0.836
1990,Poland,0.3296145,-7.011210494485527,0,0,0.764,0.665
1991,Poland,0.36360285,-7.344791,0,0,0.941,0.782
1992,Poland,0.3628179,2.2010658,0,0,0.953,0.805
1993,Poland,0.37404317,3.4746828,0,0,0.954,0.809
1994,Poland,0.3934653,5.0708556,0,0,0.954,0.811
1995,Poland,0.41405556,6.957603,0,0,0.952,0.81
1996,Poland,0.4304161,6.034847,0,0,0.941,0.803
1997,Poland,0.41782793,6.379349,0,0,0.942,0.793
1998,Poland,0.4264911,4.6031094,0,0,0.953,0.799
1999,Poland,0.42146072,4.6635814,0,0,0.953,0.8
2000,Poland,0.42994252,5.6586747,0,0,0.954,0.802
2001,Poland,0.4366125,1.2865076,0,0,0.958,0.806
2002,Poland,0.44843364,2.0831358,0,0,0.959,0.813
2003,Poland,0.46311048,3.5682685,0,0,0.959,0.813
2004,Poland,0.47332165,5.044291,0,0,0.959,0.813
2005,Poland,0.47982576,3.5523348,0,0,0.962,0.815
2006,Poland,0.5166395,6.198414,0,0,0.972,0.811
2007,Poland,0.493548,7.1196904,0,0,0.97,0.809
2008,Poland,0.5046168,4.185772,0,0,0.963,0.826
2009,Poland,0.5056974,2.7625253,0,0,0.963,0.826
2010,Poland,0.47294113,3.2290492,0,0,0.966,0.827
2011,Poland,0.47705993,4.985722,0,0,0.969,0.828
2012,Poland,0.47233072,1.5454644,0,0,0.97,0.83
2013,Poland,0.47189912,0.9174525,0,0,0.968,0.828
2014,Poland,0.47555667,3.9147055,0,0,0.956,0.82
2015,Poland,0.48143885,4.452884,0,0,0.961,0.778
2016,Poland,0.47914574,2.9977732,0,0,0.96,0.6
2017,Poland,0.47421983,5.126897,0,0,0.945,0.539
